user_id,week_start,event_count,distinct_features,days_since_last_activity,baseline,trend_slope,half_life_weeks
user_1380,2026-07-06,0.0,0.0,65,1.0,0.0,inf
user_1381,2025-09-29,0.0,0.0,2,0.25,0.0,inf
user_1381,2025-10-06,1.0,1.0,5,0.25,0.9999999999999998,inf
user_1381,2025-10-13,0.0,0.0,12,0.25,-7.850462293418875e-17,inf
user_1381,2025-10-20,0.0,0.0,19,0.25,-0.09999999999999998,0.0
user_1381,2025-10-27,1.0,1.0,0,0.25,0.10000000000000002,inf
user_1381,2025-11-03,1.0,1.0,1,0.25,0.14285714285714282,inf
user_1381,2025-11-10,1.0,1.0,1,0.25,0.14285714285714288,inf
user_1381,2025-11-17,0.0,0.0,8,0.25,0.04761904761904764,inf
user_1381,2025-11-24,3.0,3.0,0,0.25,0.2023809523809524,inf
user_1381,2025-12-01,0.0,0.0,7,0.25,0.1428571428571429,inf
user_1381,2025-12-08,2.0,2.0,2,0.25,0.16666666666666674,inf
user_1381,2025-12-15,0.0,0.0,9,0.25,-0.023809523809523815,0.0
user_1381,2025-12-22,0.0,0.0,16,0.25,-0.10714285714285718,0.0
user_1381,2025-12-29,0.0,0.0,23,0.25,-0.16666666666666674,0.0
user_1381,2026-01-05,1.0,1.0,4,0.25,-0.11904761904761908,7.349999999999998
user_1381,2026-01-12,1.0,1.0,6,0.25,-0.17857142857142866,4.899999999999998
user_1381,2026-01-19,2.0,2.0,1,0.25,0.1428571428571429,inf
user_1381,2026-01-26,0.0,0.0,8,0.25,-3.426222638094155e-17,inf
user_1381,2026-02-02,0.0,0.0,15,0.25,0.07142857142857145,inf
user_1381,2026-02-09,1.0,1.0,6,0.25,0.05952380952380954,inf
user_1381,2026-02-16,3.0,1.0,2,0.25,0.19047619047619055,inf
user_1381,2026-02-23,0.0,0.0,9,0.25,0.0,inf
user_1381,2026-03-02,1.0,1.0,3,0.25,0.0,inf
user_1381,2026-03-09,3.0,3.0,2,0.25,0.16666666666666669,inf
user_1381,2026-03-16,1.0,1.0,4,0.25,0.22619047619047625,inf
user_1381,2026-03-23,2.0,2.0,3,0.25,0.17857142857142866,inf
user_1381,2026-03-30,0.0,0.0,10,0.25,-0.08333333333333337,0.0
user_1381,2026-04-06,0.0,0.0,17,0.25,-0.23809523809523822,0.0
user_1381,2026-04-13,0.0,0.0,24,0.25,-0.15476190476190474,0.0
user_1381,2026-04-20,0.0,0.0,31,0.25,-0.32142857142857145,0.0
user_1381,2026-04-27,0.0,0.0,38,0.25,-0.3809523809523811,0.0
user_1381,2026-05-04,0.0,0.0,45,0.25,-0.20238095238095244,0.0
user_1381,2026-05-11,0.0,0.0,52,0.25,-0.16666666666666674,0.0
user_1381,2026-05-18,0.0,0.0,59,0.25,0.0,inf
user_1381,2026-05-25,0.0,0.0,66,0.25,0.0,inf
user_1382,2026-03-16,1.0,1.0,0,2.0,0.0,inf
user_1382,2026-03-23,3.0,3.0,2,2.0,1.9999999999999996,inf
user_1382,2026-03-30,2.0,2.0,1,2.0,0.4999999999999998,inf
user_1382,2026-04-06,2.0,1.0,2,2.0,0.19999999999999996,inf
user_1382,2026-04-13,3.0,2.0,1,2.0,0.30000000000000004,inf
user_1382,2026-04-20,6.0,4.0,0,2.0,0.7142857142857144,inf
user_1382,2026-04-27,2.0,2.0,0,2.0,0.3571428571428571,inf
user_1382,2026-05-04,2.0,2.0,0,2.0,0.17857142857142866,inf
user_1382,2026-05-11,1.0,1.0,1,2.0,-0.13095238095238101,0.0
user_1382,2026-05-18,6.0,3.0,0,2.0,0.19047619047619055,inf
user_1382,2026-05-25,1.0,1.0,1,2.0,-0.08333333333333333,0.0
user_1382,2026-06-01,1.0,1.0,5,2.0,-0.3333333333333334,0.0
user_1382,2026-06-08,0.0,0.0,12,2.0,-0.535714285714286,0.0
user_1382,2026-06-15,0.0,0.0,19,2.0,-0.34523809523809534,0.0
user_1382,2026-06-22,0.0,0.0,26,2.0,-0.4404761904761906,0.0
user_1382,2026-06-29,0.0,0.0,33,2.0,-0.48809523809523825,0.0
user_1382,2026-07-06,0.0,0.0,40,2.0,-0.5952380952380956,0.0
user_1382,2026-07-13,0.0,0.0,47,2.0,-0.1428571428571429,0.0
user_1382,2026-07-20,0.0,0.0,54,2.0,-0.08333333333333337,0.0
user_1382,2026-07-27,0.0,0.0,61,2.0,0.0,inf
user_1383,2026-05-25,2.0,1.0,0,2.25,0.0,inf
user_1383,2026-06-01,3.0,3.0,0,2.25,0.9999999999999998,inf
user_1383,2026-06-08,3.0,3.0,0,2.25,0.4999999999999998,inf
user_1383,2026-06-15,1.0,1.0,4,2.25,-0.29999999999999993,0.0
user_1383,2026-06-22,0.0,0.0,11,2.25,-0.6000000000000001,0.0
user_1383,2026-06-29,1.0,1.0,0,2.25,-0.4571428571428572,0.0
user_1383,2026-07-06,3.0,2.0,1,2.25,-0.14285714285714285,13.125
user_1383,2026-07-13,2.0,2.0,5,2.25,-0.08333333333333336,10.499999999999996
user_1383,2026-07-20,2.0,2.0,0,2.25,-0.05952380952380954,14.699999999999996
user_1383,2026-07-27,4.0,3.0,0,2.25,0.2380952380952381,inf
user_1383,2026-08-03,1.0,1.0,5,2.25,0.26190476190476203,inf
user_1383,2026-08-10,1.0,1.0,6,2.25,0.11904761904761915,inf
user_1384,2026-03-30,4.0,3.0,3,2.0,0.0,inf
user_1384,2026-04-06,2.0,2.0,0,2.0,-1.9999999999999996,0.5000000000000001
user_1384,2026-04-13,1.0,1.0,4,2.0,-1.4999999999999998,0.0
user_1384,2026-04-20,1.0,1.0,2,2.0,-0.9999999999999997,0.0
user_1384,2026-04-27,3.0,3.0,2,2.0,-0.30000000000000004,6.666666666666666
user_1384,2026-05-04,4.0,2.0,0,2.0,0.08571428571428569,inf
user_1384,2026-05-11,7.0,4.0,1,2.0,0.5357142857142857,inf
user_1384,2026-05-18,2.0,2.0,0,2.0,0.2619047619047619,inf
user_1384,2026-05-25,0.0,0.0,7,2.0,0.11904761904761915,inf
user_1384,2026-06-01,5.0,3.0,2,2.0,0.2738095238095238,inf
user_1384,2026-06-08,0.0,0.0,9,2.0,-0.16666666666666666,0.0
user_1384,2026-06-15,0.0,0.0,16,2.0,-0.5833333333333336,0.0
user_1384,2026-06-22,0.0,0.0,23,2.0,-0.7619047619047623,0.0
user_1384,2026-06-29,0.0,0.0,30,2.0,-0.7619047619047622,0.0
user_1384,2026-07-06,0.0,0.0,37,2.0,-0.3452380952380953,0.0
user_1384,2026-07-13,0.0,0.0,44,2.0,-0.29761904761904767,0.0
user_1384,2026-07-20,0.0,0.0,51,2.0,-0.4166666666666668,0.0
user_1384,2026-07-27,0.0,0.0,58,2.0,0.0,inf
user_1384,2026-08-03,0.0,0.0,65,2.0,0.0,inf
user_1385,2026-05-04,2.0,2.0,1,4.0,0.0,inf
user_1385,2026-05-11,7.0,4.0,0,4.0,4.999999999999998,inf
user_1385,2026-05-18,3.0,2.0,3,4.0,0.4999999999999996,inf
user_1385,2026-05-25,4.0,2.0,4,4.0,0.19999999999999996,inf
user_1385,2026-06-01,4.0,3.0,4,4.0,0.10000000000000016,inf
user_1385,2026-06-08,0.0,0.0,11,4.0,-0.5142857142857142,0.0
user_1385,2026-06-15,0.0,0.0,18,4.0,-0.6785714285714285,0.0
user_1385,2026-06-22,0.0,0.0,25,4.0,-0.6904761904761907,0.0
user_1385,2026-06-29,0.0,0.0,32,4.0,-0.9523809523809527,0.0
user_1385,2026-07-06,0.0,0.0,39,4.0,-0.6309523809523812,0.0
user_1385,2026-07-13,0.0,0.0,46,4.0,-0.5714285714285716,0.0
user_1385,2026-07-20,0.0,0.0,53,4.0,-0.3333333333333335,0.0
user_1385,2026-07-27,0.0,0.0,60,4.0,0.0,inf
user_1386,2025-09-29,1.0,1.0,1,2.25,0.0,inf
user_1386,2025-10-06,3.0,3.0,1,2.25,1.9999999999999996,inf
user_1386,2025-10-13,3.0,2.0,3,2.25,0.9999999999999996,inf
user_1386,2025-10-20,2.0,2.0,5,2.25,0.29999999999999993,inf
user_1386,2025-10-27,5.0,3.0,0,2.25,0.7000000000000002,inf
user_1386,2025-11-03,2.0,2.0,2,2.25,0.28571428571428575,inf
user_1386,2025-11-10,3.0,2.0,0,2.25,0.21428571428571422,inf
user_1386,2025-11-17,0.0,0.0,7,2.25,-0.08333333333333333,0.0
user_1386,2025-11-24,0.0,0.0,14,2.25,-0.4285714285714287,0.0
user_1386,2025-12-01,0.0,0.0,21,2.25,-0.5357142857142858,0.0
user_1386,2025-12-08,0.0,0.0,28,2.25,-0.5714285714285716,0.0
user_1386,2025-12-15,0.0,0.0,35,2.25,-0.6428571428571432,0.0
user_1386,2025-12-22,0.0,0.0,42,2.25,-0.34523809523809534,0.0
user_1386,2025-12-29,0.0,0.0,49,2.25,-0.25000000000000006,0.0
user_1386,2026-01-05,0.0,0.0,56,2.25,0.0,inf
user_1386,2026-01-12,0.0,0.0,63,2.25,0.0,inf
user_1387,2026-05-11,1.0,1.0,0,5.75,0.0,inf
user_1387,2026-05-18,5.0,3.0,0,5.75,3.999999999999999,inf
user_1387,2026-05-25,12.0,4.0,0,5.75,5.499999999999999,inf
user_1387,2026-06-01,5.0,3.0,0,5.75,1.8999999999999995,inf
user_1387,2026-06-08,2.0,2.0,4,5.75,0.20000000000000032,inf
user_1387,2026-06-15,0.0,0.0,11,5.75,-0.6,0.0
user_1387,2026-06-22,0.0,0.0,18,5.75,-0.8214285714285714,0.0
user_1387,2026-06-29,0.0,0.0,25,5.75,-0.8452380952380955,0.0
user_1387,2026-07-06,0.0,0.0,32,5.75,-1.3333333333333337,0.0
user_1387,2026-07-13,0.0,0.0,39,5.75,-1.369047619047619,0.0
user_1387,2026-07-20,0.0,0.0,46,5.75,-0.5357142857142859,0.0
user_1387,2026-07-27,0.0,0.0,53,5.75,-0.16666666666666674,0.0
user_1387,2026-08-03,0.0,0.0,60,5.75,0.0,inf
user_1388,2026-02-02,0.0,0.0,0,1.25,0.0,inf
user_1388,2026-02-09,2.0,2.0,2,1.25,1.9999999999999996,inf
user_1388,2026-02-16,2.0,2.0,3,1.25,0.9999999999999997,inf
user_1388,2026-02-23,1.0,1.0,2,1.25,0.29999999999999993,inf
user_1388,2026-03-02,1.0,1.0,6,1.25,0.10000000000000009,inf
user_1388,2026-03-09,3.0,2.0,2,1.25,0.3142857142857143,inf
user_1388,2026-03-16,2.0,2.0,0,1.25,0.24999999999999994,inf
user_1388,2026-03-23,0.0,0.0,7,1.25,0.03571428571428574,inf
user_1388,2026-03-30,3.0,2.0,1,1.25,0.023809523809523815,inf
user_1388,2026-04-06,1.0,1.0,0,1.25,-0.011904761904761927,31.499999999999943
user_1388,2026-04-13,1.0,1.0,4,1.25,-0.02380952380952381,15.749999999999998
user_1388,2026-04-20,1.0,1.0,2,1.25,-0.11904761904761908,3.149999999999999
user_1388,2026-04-27,2.0,1.0,3,1.25,-0.13095238095238104,10.499999999999993
user_1388,2026-05-04,0.0,0.0,10,1.25,-0.11904761904761908,0.0
user_1388,2026-05-11,0.0,0.0,17,1.25,-0.14285714285714285,0.0
user_1388,2026-05-18,1.0,1.0,3,1.25,-0.25000000000000017,1.4999999999999991
user_1388,2026-05-25,0.0,0.0,10,1.25,-0.1428571428571429,0.0
user_1388,2026-06-01,0.0,0.0,17,1.25,-0.1785714285714286,0.0
user_1388,2026-06-08,0.0,0.0,24,1.25,-0.19047619047619052,0.0
user_1388,2026-06-15,0.0,0.0,31,1.25,-0.17857142857142858,0.0
user_1388,2026-06-22,0.0,0.0,38,1.25,-0.03571428571428572,0.0
user_1388,2026-06-29,0.0,0.0,45,1.25,-0.05952380952380954,0.0
user_1388,2026-07-06,0.0,0.0,52,1.25,-0.08333333333333337,0.0
user_1388,2026-07-13,0.0,0.0,59,1.25,0.0,inf
user_1388,2026-07-20,0.0,0.0,66,1.25,0.0,inf
user_1389,2025-10-20,1.0,1.0,3,1.0,0.0,inf
user_1389,2025-10-27,1.0,1.0,5,1.0,0.0,inf
user_1389,2025-11-03,1.0,1.0,2,1.0,0.0,inf
user_1389,2025-11-10,1.0,1.0,4,1.0,0.0,inf
user_1389,2025-11-17,1.0,1.0,6,1.0,0.0,inf
user_1389,2025-11-24,1.0,1.0,0,1.0,0.0,inf
user_1389,2025-12-01,2.0,2.0,5,1.0,0.10714285714285711,inf
user_1389,2025-12-08,2.0,2.0,3,1.0,0.1428571428571429,inf
user_1389,2025-12-15,2.0,2.0,0,1.0,0.1785714285714286,inf
user_1389,2025-12-22,2.0,2.0,4,1.0,0.19047619047619052,inf
user_1389,2025-12-29,1.0,1.0,4,1.0,0.09523809523809527,inf
user_1389,2026-01-05,0.0,0.0,11,1.0,-0.08333333333333334,0.0
user_1389,2026-01-12,0.0,0.0,18,1.0,-0.2380952380952382,0.0
user_1389,2026-01-19,0.0,0.0,25,1.0,-0.3690476190476191,0.0
user_1389,2026-01-26,0.0,0.0,32,1.0,-0.3690476190476192,0.0
user_1389,2026-02-02,0.0,0.0,39,1.0,-0.3214285714285715,0.0
user_1389,2026-02-09,0.0,0.0,46,1.0,-0.22619047619047625,0.0
user_1389,2026-02-16,0.0,0.0,53,1.0,-0.08333333333333337,0.0
user_1389,2026-02-23,0.0,0.0,60,1.0,0.0,inf
user_139,2026-01-05,0.0,0.0,0,0.5,0.0,inf
user_139,2026-01-12,0.0,0.0,7,0.5,0.0,inf
user_139,2026-01-19,0.0,0.0,14,0.5,0.0,inf
user_139,2026-01-26,2.0,2.0,0,0.5,0.5999999999999999,inf
user_139,2026-02-02,2.0,2.0,0,0.5,0.6000000000000001,inf
user_139,2026-02-09,0.0,0.0,7,0.5,0.2285714285714286,inf
user_139,2026-02-16,1.0,1.0,3,0.5,0.1785714285714285,inf
user_139,2026-02-23,1.0,1.0,6,0.5,0.1428571428571429,inf
user_139,2026-03-02,2.0,1.0,0,0.5,0.16666666666666674,inf
user_139,2026-03-09,3.0,2.0,0,0.5,0.22619047619047625,inf
user_139,2026-03-16,2.0,1.0,0,0.5,0.130952380952381,inf
user_139,2026-03-23,1.0,1.0,2,0.5,0.11904761904761905,inf
user_139,2026-03-30,1.0,1.0,1,0.5,0.130952380952381,inf
user_139,2026-04-06,3.0,3.0,0,0.5,0.11904761904761911,inf
user_139,2026-04-13,2.0,2.0,1,0.5,0.059523809523809576,inf
user_139,2026-04-20,3.0,3.0,2,0.5,0.05952380952380954,inf
user_139,2026-04-27,2.0,2.0,4,0.5,0.035714285714285685,inf
user_139,2026-05-04,4.0,3.0,0,0.5,0.2857142857142858,inf
user_139,2026-05-11,0.0,0.0,7,0.5,0.07142857142857148,inf
user_139,2026-05-18,0.0,0.0,14,0.5,-0.20238095238095244,0.0
user_139,2026-05-25,0.0,0.0,21,0.5,-0.4523809523809525,0.0
user_139,2026-06-01,0.0,0.0,28,0.5,-0.4642857142857144,0.0
user_139,2026-06-08,0.0,0.0,35,0.5,-0.5119047619047622,0.0
user_139,2026-06-15,0.0,0.0,42,0.5,-0.4047619047619049,0.0
user_139,2026-06-22,0.0,0.0,49,0.5,-0.3333333333333335,0.0
user_139,2026-06-29,0.0,0.0,56,0.5,0.0,inf
user_139,2026-07-06,0.0,0.0,63,0.5,0.0,inf
user_1390,2025-09-29,2.0,2.0,2,3.0,0.0,inf
user_1390,2025-10-06,1.0,1.0,3,3.0,-0.9999999999999998,0.0
user_1390,2025-10-13,3.0,2.0,1,3.0,0.4999999999999999,inf
user_1390,2025-10-20,6.0,4.0,0,3.0,1.3999999999999995,inf
user_1390,2025-10-27,2.0,2.0,6,3.0,0.5000000000000001,inf
user_1390,2025-11-03,6.0,2.0,1,3.0,0.7428571428571429,inf
user_1390,2025-11-10,0.0,0.0,8,3.0,0.10714285714285711,inf
user_1390,2025-11-17,0.0,0.0,15,3.0,-0.16666666666666669,0.0
user_1390,2025-11-24,0.0,0.0,22,3.0,-0.4285714285714287,0.0
user_1390,2025-12-01,0.0,0.0,29,3.0,-0.7500000000000001,0.0
user_1390,2025-12-08,0.0,0.0,36,3.0,-0.8333333333333336,0.0
user_1390,2025-12-15,0.0,0.0,43,3.0,-0.523809523809524,0.0
user_1390,2025-12-22,0.0,0.0,50,3.0,-0.5000000000000001,0.0
user_1390,2025-12-29,0.0,0.0,57,3.0,0.0,inf
user_1390,2026-01-05,0.0,0.0,64,3.0,0.0,inf
user_1391,2026-01-12,2.0,1.0,1,2.25,0.0,inf
user_1391,2026-01-19,4.0,3.0,0,2.25,1.9999999999999996,inf
user_1391,2026-01-26,1.0,1.0,4,2.25,-0.5,0.0
user_1391,2026-02-02,2.0,2.0,4,2.25,-0.29999999999999993,2.9166666666666674
user_1391,2026-02-09,1.0,1.0,3,2.25,-0.39999999999999997,0.0
user_1391,2026-02-16,4.0,3.0,0,2.25,0.05714285714285713,inf
user_1391,2026-02-23,4.0,2.0,0,2.25,0.21428571428571427,inf
user_1391,2026-03-02,5.0,3.0,0,2.25,0.3452380952380953,inf
user_1391,2026-03-09,3.0,3.0,2,2.25,0.2619047619047619,inf
user_1391,2026-03-16,1.0,1.0,4,2.25,0.20238095238095244,inf
user_1391,2026-03-23,0.0,0.0,11,2.25,-0.19047619047619052,0.0
user_1391,2026-03-30,0.0,0.0,18,2.25,-0.4523809523809525,0.0
user_1391,2026-04-06,0.0,0.0,25,2.25,-0.773809523809524,0.0
user_1391,2026-04-13,0.0,0.0,32,2.25,-0.7500000000000003,0.0
user_1391,2026-04-20,0.0,0.0,39,2.25,-0.630952380952381,0.0
user_1391,2026-04-27,0.0,0.0,46,2.25,-0.3095238095238097,0.0
user_1391,2026-05-04,0.0,0.0,53,2.25,-0.08333333333333337,0.0
user_1391,2026-05-11,0.0,0.0,60,2.25,0.0,inf
user_1392,2026-02-02,3.0,1.0,0,3.5,0.0,inf
user_1392,2026-02-09,2.0,2.0,1,3.5,-0.9999999999999998,0.25000000000000006
user_1392,2026-02-16,4.0,3.0,0,3.5,0.4999999999999999,inf
user_1392,2026-02-23,5.0,3.0,1,3.5,0.7999999999999998,inf
user_1392,2026-03-02,1.0,1.0,1,3.5,-0.1,0.0
user_1392,2026-03-09,2.0,2.0,1,3.5,-0.20000000000000007,1.2499999999999996
user_1392,2026-03-16,0.0,0.0,8,3.5,-0.42857142857142855,0.0
user_1392,2026-03-23,0.0,0.0,15,3.5,-0.4880952380952382,0.0
user_1392,2026-03-30,0.0,0.0,22,3.5,-0.5714285714285716,0.0
user_1392,2026-04-06,0.0,0.0,29,3.5,-0.6904761904761907,0.0
user_1392,2026-04-13,0.0,0.0,36,3.5,-0.5476190476190479,0.0
user_1392,2026-04-20,0.0,0.0,43,3.5,-0.20238095238095244,0.0
user_1392,2026-04-27,0.0,0.0,50,3.5,-0.16666666666666674,0.0
user_1392,2026-05-04,0.0,0.0,57,3.5,0.0,inf
user_1392,2026-05-11,0.0,0.0,64,3.5,0.0,inf
user_1393,2025-09-29,2.0,2.0,0,2.0,0.0,inf
user_1393,2025-10-06,1.0,1.0,5,2.0,-0.9999999999999998,0.0
user_1393,2025-10-13,2.0,1.0,5,2.0,7.850462293418875e-17,inf
user_1393,2025-10-20,3.0,2.0,0,2.0,0.3999999999999999,inf
user_1393,2025-10-27,6.0,4.0,1,2.0,1.0,inf
user_1393,2025-11-03,4.0,3.0,0,2.0,0.742857142857143,inf
user_1393,2025-11-10,2.0,2.0,0,2.0,0.35714285714285704,inf
user_1393,2025-11-17,4.0,2.0,0,2.0,0.33333333333333337,inf
user_1393,2025-11-24,4.0,3.0,0,2.0,0.3095238095238097,inf
user_1393,2025-12-01,1.0,1.0,6,2.0,-0.11904761904761901,0.0
user_1393,2025-12-08,0.0,0.0,13,2.0,-0.523809523809524,0.0
user_1393,2025-12-15,0.0,0.0,20,2.0,-0.7738095238095241,0.0
user_1393,2025-12-22,0.0,0.0,27,2.0,-0.630952380952381,0.0
user_1393,2025-12-29,0.0,0.0,34,2.0,-0.5595238095238098,0.0
user_1393,2026-01-05,0.0,0.0,41,2.0,-0.6071428571428573,0.0
user_1393,2026-01-12,0.0,0.0,48,2.0,-0.392857142857143,0.0
user_1393,2026-01-19,0.0,0.0,55,2.0,-0.08333333333333337,0.0
user_1393,2026-01-26,0.0,0.0,62,2.0,0.0,inf
user_1394,2025-08-25,1.0,1.0,0,1.75,0.0,inf
user_1394,2025-09-01,2.0,1.0,5,1.75,0.9999999999999998,inf
user_1394,2025-09-08,2.0,2.0,4,1.75,0.4999999999999998,inf
user_1394,2025-09-15,2.0,2.0,1,1.75,0.29999999999999993,inf
user_1394,2025-09-22,4.0,2.0,0,1.75,0.6,inf
user_1394,2025-09-29,2.0,2.0,3,1.75,0.31428571428571433,inf
user_1394,2025-10-06,3.0,3.0,2,1.75,0.28571428571428564,inf
user_1394,2025-10-13,1.0,1.0,4,1.75,0.08333333333333334,inf
user_1394,2025-10-20,2.0,2.0,1,1.75,-0.04761904761904762,23.624999999999996
user_1394,2025-10-27,1.0,1.0,1,1.75,-0.17857142857142866,0.6999999999999996
user_1394,2025-11-03,3.0,2.0,1,1.75,-0.11904761904761908,17.849999999999994
user_1394,2025-11-10,2.0,2.0,0,1.75,-0.16666666666666674,6.749999999999997
user_1394,2025-11-17,4.0,3.0,3,1.75,0.1666666666666667,inf
user_1394,2025-11-24,3.0,2.0,2,1.75,0.2023809523809524,inf
user_1394,2025-12-01,0.0,0.0,9,1.75,0.07142857142857144,inf
user_1394,2025-12-08,0.0,0.0,16,1.75,-0.20238095238095244,0.0
user_1394,2025-12-15,0.0,0.0,23,1.75,-0.3452380952380953,0.0
user_1394,2025-12-22,0.0,0.0,30,1.75,-0.5476190476190477,0.0
user_1394,2025-12-29,0.0,0.0,37,1.75,-0.5119047619047622,0.0
user_1394,2026-01-05,0.0,0.0,44,1.75,-0.511904761904762,0.0
user_1394,2026-01-12,0.0,0.0,51,1.75,-0.25000000000000006,0.0
user_1394,2026-01-19,0.0,0.0,58,1.75,0.0,inf
user_1394,2026-01-26,0.0,0.0,65,1.75,0.0,inf
user_1395,2026-04-20,1.0,1.0,0,2.0,0.0,inf
user_1395,2026-04-27,3.0,2.0,2,2.0,1.9999999999999996,inf
user_1395,2026-05-04,2.0,2.0,0,2.0,0.4999999999999998,inf
user_1395,2026-05-11,2.0,2.0,2,2.0,0.19999999999999996,inf
user_1395,2026-05-18,1.0,1.0,4,2.0,-0.09999999999999992,0.0
user_1395,2026-05-25,3.0,3.0,2,2.0,0.11428571428571431,inf
user_1395,2026-06-01,3.0,2.0,1,2.0,0.17857142857142855,inf
user_1395,2026-06-08,5.0,2.0,3,2.0,0.3571428571428572,inf
user_1395,2026-06-15,3.0,2.0,1,2.0,0.23809523809523817,inf
user_1395,2026-06-22,0.0,0.0,8,2.0,0.035714285714285754,inf
user_1395,2026-06-29,0.0,0.0,15,2.0,-0.2023809523809524,0.0
user_1395,2026-07-06,0.0,0.0,22,2.0,-0.392857142857143,0.0
user_1395,2026-07-13,0.0,0.0,29,2.0,-0.6428571428571429,0.0
user_1395,2026-07-20,0.0,0.0,36,2.0,-0.654761904761905,0.0
user_1395,2026-07-27,0.0,0.0,43,2.0,-0.5952380952380955,0.0
user_1395,2026-08-03,0.0,0.0,50,2.0,-0.25000000000000006,0.0
user_1395,2026-08-10,0.0,0.0,57,2.0,0.0,inf
user_1396,2026-04-27,0.0,0.0,3,1.25,0.0,inf
user_1396,2026-05-04,4.0,3.0,0,1.25,3.999999999999999,inf
user_1396,2026-05-11,1.0,1.0,6,1.25,0.49999999999999944,inf
user_1396,2026-05-18,0.0,0.0,13,1.25,-0.30000000000000004,0.0
user_1396,2026-05-25,0.0,0.0,20,1.25,-0.39999999999999997,0.0
user_1396,2026-06-01,2.0,2.0,2,1.25,-0.08571428571428566,16.04166666666668
user_1396,2026-06-08,1.0,1.0,4,1.25,-0.07142857142857141,5.250000000000001
user_1396,2026-06-15,1.0,1.0,4,1.25,-0.05952380952380951,6.300000000000002
user_1396,2026-06-22,1.0,1.0,5,1.25,-0.19047619047619063,1.9687499999999984
user_1396,2026-06-29,0.0,0.0,12,1.25,4.282778297617694e-18,inf
user_1396,2026-07-06,1.0,1.0,2,1.25,0.04761904761904764,inf
user_1396,2026-07-13,1.0,1.0,6,1.25,-0.0119047619047619,31.50000000000001
user_1396,2026-07-20,2.0,2.0,1,1.25,-0.011904761904761935,115.4999999999997
user_1396,2026-07-27,1.0,1.0,2,1.25,0.07142857142857145,inf
user_1396,2026-08-03,2.0,1.0,1,1.25,0.15476190476190482,inf
user_1396,2026-08-10,0.0,0.0,8,1.25,0.04761904761904763,inf
user_1397,2025-12-01,2.0,2.0,0,5.75,0.0,inf
user_1397,2025-12-08,10.0,4.0,0,5.75,7.999999999999998,inf
user_1397,2025-12-15,8.0,4.0,0,5.75,2.9999999999999982,inf
user_1397,2025-12-22,3.0,2.0,0,5.75,0.09999999999999988,inf
user_1397,2025-12-29,6.0,3.0,3,5.75,0.1000000000000003,inf
user_1397,2026-01-05,0.0,0.0,10,5.75,-0.7714285714285714,0.0
user_1397,2026-01-12,0.0,0.0,17,5.75,-1.0,0.0
user_1397,2026-01-19,0.0,0.0,24,5.75,-1.011904761904762,0.0
user_1397,2026-01-26,0.0,0.0,31,5.75,-1.4880952380952381,0.0
user_1397,2026-02-02,0.0,0.0,38,5.75,-1.05952380952381,0.0
user_1397,2026-02-09,0.0,0.0,45,5.75,-0.6071428571428572,0.0
user_1397,2026-02-16,0.0,0.0,52,5.75,-0.5000000000000001,0.0
user_1397,2026-02-23,0.0,0.0,59,5.75,0.0,inf
user_1397,2026-03-02,0.0,0.0,66,5.75,0.0,inf
user_1398,2026-05-25,10.0,4.0,0,6.0,0.0,inf
user_1398,2026-06-01,7.0,4.0,1,6.0,-2.9999999999999996,1.3333333333333335
user_1398,2026-06-08,6.0,4.0,0,6.0,-1.9999999999999996,1.5000000000000004
user_1398,2026-06-15,1.0,1.0,5,6.0,-2.8,0.0
user_1398,2026-06-22,0.0,0.0,12,6.0,-2.6,0.0
user_1398,2026-06-29,0.0,0.0,19,6.0,-2.1714285714285717,0.0
user_1398,2026-07-06,0.0,0.0,26,6.0,-1.7857142857142851,0.0
user_1398,2026-07-13,0.0,0.0,33,6.0,-1.4761904761904767,0.0
user_1398,2026-07-20,0.0,0.0,40,6.0,-0.9761904761904764,0.0
user_1398,2026-07-27,0.0,0.0,47,6.0,-0.5595238095238096,0.0
user_1398,2026-08-03,0.0,0.0,54,6.0,-0.08333333333333337,0.0
user_1398,2026-08-10,0.0,0.0,61,6.0,0.0,inf
user_1399,2025-12-08,0.0,0.0,0,3.25,0.0,inf
user_1399,2025-12-15,5.0,4.0,0,3.25,4.999999999999998,inf
user_1399,2025-12-22,3.0,3.0,5,3.25,1.4999999999999991,inf
user_1399,2025-12-29,5.0,3.0,2,3.25,1.2999999999999994,inf
user_1399,2026-01-05,4.0,2.0,2,3.25,0.8000000000000003,inf
user_1399,2026-01-12,7.0,4.0,1,3.25,0.9714285714285715,inf
user_1399,2026-01-19,5.0,3.0,0,3.25,0.7142857142857141,inf
user_1399,2026-01-26,0.0,0.0,7,3.25,0.13095238095238118,inf
user_1399,2026-02-02,0.0,0.0,14,3.25,-0.5595238095238096,0.0
user_1399,2026-02-09,0.0,0.0,21,3.25,-0.7142857142857144,0.0
user_1399,2026-02-16,0.0,0.0,28,3.25,-0.9642857142857145,0.0
user_1399,2026-02-23,0.0,0.0,35,3.25,-0.9285714285714288,0.0
user_1399,2026-03-02,0.0,0.0,42,3.25,-0.8809523809523812,0.0
user_1399,2026-03-09,0.0,0.0,49,3.25,-0.4166666666666668,0.0
user_1399,2026-03-16,0.0,0.0,56,3.25,0.0,inf
user_1399,2026-03-23,0.0,0.0,63,3.25,0.0,inf
user_14,2025-09-29,4.0,4.0,0,2.5,0.0,inf
